given_name,family_name,date_of_birth,place_of_birth
Hugh,Cropper,1878-05-12,Oban
Mary,Tomlinson,1911-07-16,Omagh
Jean,Wallace,1918-08-29,Edinburgh
Mary,Bonnard,1882-02-04,Stirling
Bessie,Fineberg,1898-06-08,Edinburgh
Henry,Haynes,1846-06-15,Kirkcaldy
George,Girvan,1957-05-16,Kirkcaldy
Margaret,Sherwood,1945-08-31,Forres
Samuel,Fellous,1978-10-11,Inverness
Julia,Halmshaw,1961-01-12,Downpatrick
Emma,Chalinder,1842-07-04,Carrickfergus
Ronald,Gamlin,1930-05-21,Lisburn
Benjamin,Gubb,1901-08-01,Wick
Albert,Horsfall,1857-08-03,Nairn
Janet,Wagstaff,1951-02-07,Larne
James,Barnard,1857-07-29,Kilsyth
Linda,Skinner,1963-01-23,Newton Stewart
Rose,Towner,1895-07-04,Kinross
Baljinder,Singh,1960-02-15,Dumfries
Margaret,Pardoe,1936-09-01,Grantown-on-Spey
Agnes,Mallows,1904-11-22,Inverness
Jane,Guthrie,1861-04-08,Kelso
Anne,Hamer,1903-03-12,Wick
Sarah,Bryan,1859-08-29,Leven
John,Roberts,1868-07-19,Dunfermline
Angela,Foxwell,1977-12-04,Perth
Ian,James,1970-03-29,Banff
Tony,Townsend,1931-03-25,Aberdeen
Maria,Eastaugh,1848-01-10,Kinross
Patricia,Ashton,1935-10-25,Omagh
Laura,Vale,1956-05-02,Hamilton
Elsie,Ogden,1900-12-01,Kinross
Alison,Kane,1983-11-14,Enniskillen
Pauline,Hunns,1940-01-18,Bellshill
Henry,Sillence,1876-05-26,Lisburn
Tara,Finn,1971-09-28,Lockerbie
Thomas,Docker,1880-01-21,Perth
Kenneth,Whiteley,1933-11-19,Dundee
Samuel,Moore,1888-11-07,Hamilton
Benjamin,Walvin,1888-01-16,Ballymoney
Christopher,Smith,1964-08-17,St Andrews
George,Bramwell,1852-07-28,Aberdeen
Lilly,Davis,1876-12-05,Dundee
Margaret,Lee,1862-09-24,Oban
Ernest,Shave,1897-11-20,Dungannon
Catherine,O'hara,1891-03-26,Newtownards
Victoria,Clayden,1923-12-12,Dundee
Ian,Baitup,1977-08-10,Kinross
Beatrice,Couzens,1882-04-12,Newry
Elizabeth,Humphreys,1863-10-20,Lurgan
Alfred,Dawson,1956-10-09,Glasgow
John,Godbold,1948-10-06,Thurso
Florence,Ward,1876-11-10,Grantown-on-Spey
Charles,Hewitt,1866-07-05,Peebles
Susan,Jones,1956-02-10,Kirriemuir
Dorothy,Morriss,1847-09-06,Brechin
Walter,Stevens,1894-08-21,Grantown-on-Spey
Anne,Finley,1954-06-17,Coatbridge
Roy,Pigden,1946-12-02,Lurgan
Alfred,Clewlow,1845-06-27,Forfar
Emily,Oscroft,1847-04-21,Castle Douglas
Edwin,Platt,1948-01-01,Dundee
Kathleen,Regan,1941-10-04,Peebles
Leslie,Knopp,1901-01-12,Arbroath
Lucy,Greenwood,1888-03-08,Cupar
Charles,Birch,1931-12-04,Crieff
Mavis,Rees,1935-05-08,Coleraine
Allen,Mcbrine,1964-11-15,Dalkeith
Roger,Bowler,1943-05-14,Londonderry
John,Huxham,1846-05-16,Keith
Roger,Shaw,1849-03-04,Kirkwall
Kathryn,Reed,1978-05-20,Kinross
Willie,Harvey,1877-02-28,Aberdeen
Alfred,Clark,1870-11-24,Montrose
Kenneth,Cobb,1943-03-29,Dalkeith
Gilbert,Ridley,1904-07-12,Newry
Gilbert,Leach,1897-01-03,Helensburgh
Winifred,Bird,1911-10-12,Kinross
Wendy,Wells,1966-07-28,Peterhead
Thomas,Sutcliffe,1837-02-13,Newry
Doreen,Smith,1940-11-06,Downpatrick
Alfred,Lancaster,1863-03-05,Portsoy
Brian,Renwick,1949-07-05,Brechin
Dennis,Evans,1920-03-22,Linlithgow
Hellen,Grant,1839-05-16,Airdrie
Sarah,Spasiano,1983-03-20,Dundee
John,Marshall,1946-11-18,Anstruther
Stanley,Young,1900-05-12,Omagh
Zoe,Yates,1974-10-01,Kirkintilloch
Doris,Strong,1905-07-01,Nairn
Mohamad,Miyanji,1979-04-28,Montrose
Louisa,Tite,1898-08-29,Hawick
Rhodiana,Dowland,1841-12-10,Coatbridge
Jessie,Butcher,1913-10-25,Stirling
Karen,Francis,1957-10-15,Wick
Thomas,Willis,1876-07-16,Bangor
Stanley,Fortescue,1909-02-08,Forres
Mildred,Woodward,1867-12-22,West Calder
Elizabeth,Brown,1979-07-21,Strabane
Charles,Ward,1916-11-21,Lanark
Thomas,Potts,1886-01-08,Helensburgh
Alice,Day,1858-02-08,Glasgow
Frederick,Boobyer,1930-11-27,Brechin
Allen,Stacey,1962-09-23,Dromore
Alfred,Dean,1869-07-06,Londonderry
Sarah,Smith,1843-01-01,Newtownards
Arthur,Dyson,1893-01-10,Dumbarton
Sarah,Hughes,1865-12-22,Barrhead
Ronald,Akers,1920-12-24,Thurso
Jeanette,Cardozo,1957-07-13,Dunfermline
Josiah,Worthington,1861-06-24,Portadown
Evelyn,Jenkins,1900-04-13,Bellshill
Dorothy,Downs,1889-06-07,Lanark
Phyllis,Layton,1906-04-02,Fraserburgh
Catherine,Beaumont,1883-04-24,Dalry
Marlene,Nuttall,1941-05-08,Cookstown
Gladys,Swainson,1898-10-15,Glasgow
Terence,Gilbert,1943-04-15,Motherwell
Hugh,Shaw,1862-11-07,Kirkcaldy
Walter,Wilding,1894-01-11,Anstruther
Emily,Hayler,1902-06-15,Dungannon
Thomas,Chatt,1905-06-06,Belfast
Elizabeth,Beecroft,1842-10-01,Coatbridge
Annie,Edge,1903-05-05,Perth
Benjamin,Gawthorne,1892-08-25,Dungannon
Leonz,Meyer,1877-07-06,Bridge of Allan
Samuel,Blaymire,1898-05-07,Glasgow
Patrick,O'boyle,1945-06-18,Grantown-on-Spey
Patricia,Purkis,1948-01-19,Ardrossan
Mathew,Padmore,1969-04-03,Armagh
Terence,Pearson,1930-06-29,Cookstown
Catherine,Davies,1880-04-21,Enniskillen
George,Taylor,1886-01-25,Hawick
Stuart,Lindsay,1948-11-24,Forfar
John,Thomas,1849-05-30,Inverness
Mary,Highfield,1861-05-21,Stonehaven
Alice,Garside,1873-12-18,Dumfries
Tom,Feaseby,1883-11-30,Dumfries
Herbert,Howard,1859-09-11,Bridge of Allan
Alfred,Calderara,1843-06-08,Wick
William,Davis,1859-02-12,Glasgow
George,Lloyd,1870-10-31,Peebles
Betty,Jolly,1922-08-28,Greenock
Charles,Yarham,1878-07-07,Milngavie
William,Fenn,1867-01-09,Arbroath
Mary,Eacher,1859-04-29,Glasgow
David,Lock,1941-05-19,Montrose
Selina,Wood,1893-01-16,Arbroath
James,Oates,1905-06-23,Motherwell
Rose,Sutcliffe,1917-06-27,Golspie
Carolina,Claxton,1976-06-08,Forfar
John,Davies,1867-05-29,Larne
James,Bather,1977-09-04,Linlithgow
Gavin,Wood,1983-05-14,Hamilton
Deborah,Baxter,1964-01-24,Forfar
Ruth,Rush,1840-02-06,Thurso
Jeffrey,Boyce,1970-07-04,Ardrossan
Clement,Nichol,1910-04-25,Grantown-on-Spey
George,Rodda,1911-07-15,Stonehaven
Julie,Woollande,1975-09-06,Golspie
Frederick,Roberts,1891-03-23,Banbridge
Brenda,Stevens,1943-01-29,Portsoy
Joseph,Alexander,1893-03-24,Kilsyth
Albert,Arnold,1884-11-14,Airdrie
Edwin,Kemp,1897-03-28,Cookstown
Andrew,Holmes,1951-03-15,Linlithgow
Phyllis,Bubbear,1942-11-22,Larne
Alice,Geddes,1885-01-22,Newton Stewart
Louisa,Cass,1866-01-01,Invergordon
Alfred,Kelsall,1866-09-29,Dalbeattie
Maria,Sidaway,1864-10-22,Larne
James,Percival,1914-12-08,Bellshill
Lucy,Andrews,1898-11-24,Larne
Annie,Yardley,1879-08-01,St Andrews
William,Clitheroe,1863-09-24,Irvine
John,Burton,1927-01-23,Linlithgow
Archie,Stokes,1880-08-11,Omagh
Beatrice,Frost,1908-03-01,Kirkcaldy
James,Stephenson,1886-10-22,Coleraine
Richard,Heeks,1914-06-14,Hawick
Elizabeth,Liddle,1865-04-26,Banff
Polly,Grassman,1887-02-24,Portadown
Ruth,Burrows,1899-01-20,Downpatrick
William,Heaton,1841-08-26,Musselburgh
Jean,Campion,1934-05-28,Glasgow
Samuel,Jones,1904-07-08,Linlithgow
Charles,Wix,1877-06-20,Thurso
William,Smith,1858-08-17,Perth
John,Riley,1947-03-31,Stirling
Catherine,Taylor,1854-05-13,Dalbeattie
John,Mackle,1851-06-21,Strabane
Kelly,Dayus-cook,1982-04-09,Newtownards
Valerie,Jones,1928-06-22,Kelso
Eliza,Lees,1839-11-27,Omagh
Leonard,Hawkins,1886-10-27,Bridge of Allan
Graham,Javes,1943-02-17,Peebles
William,Mason,1837-01-03,Castle Douglas
Eric,Draper,1942-09-23,Selkirk
Jennifer,Harding,1966-08-17,Anstruther
Alfred,Smith,1850-01-23,Carluke
Alec,Newman,1898-03-24,Carrickfergus
Jack,Walker,1903-09-23,Forres
Agnes,Cotterell,1907-08-14,Armagh
Thomas,Dobbie,1936-12-26,Coatbridge
Mary,Mulroy,1888-07-20,Ballymoney
Arthur,Thwaites,1888-09-03,Clydebank
Florence,Howard,1896-11-05,Falkirk
Jonathan,Jacques,1856-03-25,Galashiels
John,Willis,1844-04-09,Stirling
Emma,Wilkinson,1839-04-29,Belfast
Margaret,Whiteley,1930-11-28,Lanark
Edward,Griffiths,1918-09-01,Strabane
Karen,Mattingly,1954-09-20,Dumfries
Vincent,Lee,1961-01-12,Portsoy
Florence,Perry,1885-03-29,Kilmarnock
Philip,White,1964-09-12,Bridge of Allan
Mary,Liversey,1866-03-27,Peebles
Marie,Lester,1972-03-19,Newtownards
David,Rushton,1944-09-22,Portsoy
Frederick,Worthy,1867-04-16,Annan
Catrina,Pearse,1965-07-03,Anstruther
Elsie,Clarke,1884-08-15,Lockerbie
William,Braddock,1937-04-30,Falkirk
Edith,Plant,1910-04-17,Greenock
Thomas,Harvey,1896-06-10,West Calder
Mark,Butler,1974-01-16,Portsoy
David,Price,1872-10-23,Tillicoultry
Patricia,Cain,1941-11-10,Londonderry
Derek,Harris,1980-08-02,Helensburgh
Jessie,Parsons,1903-06-12,Golspie
Joyce,Wilton,1923-11-30,Ardrossan
Florence,Mcdonald,1909-07-19,Ardrossan
Brian,Bennett,1931-09-16,Peterhead
Kate,Vaughan,1905-03-18,Fraserburgh
Augusta,Jermy,1898-09-14,Keith
Leslie,Slack,1949-01-20,Glasgow
Peter,Fenwick,1916-11-03,Elgin
Stanley,Howard,1908-04-25,Dingwall
Sharlene,Sharpe,1980-07-06,Clydebank
Denise,Whitaker,1965-10-22,Musselburgh
Jane,Hammond,1857-07-25,Enniskillen
Samuel,Collingwood,1861-02-12,Stonehaven
Khalida,Sarwar,1976-11-02,Newton Stewart
Ellen,Gallagher,1965-06-02,Huntly
John,Parr,1869-08-01,Bridge of Allan
David,Foster,1954-05-07,Crieff
Margaret,Stopher,1849-11-29,Elgin
Louisa,Neil,1877-06-08,Lanark
Harriet,Clayton,1876-05-03,Newry
Anna,Rice,1979-05-15,Portsoy
Lucy,Robins,1862-05-24,Coatbridge
Sally-ann,Davies,1969-04-18,Leven
Eric,Hawley,1946-07-03,Dungannon
David,Taylor,1921-08-14,Dungannon
Kenneth,Fisher,1917-03-10,Buckie
Jeremy,Pride,1970-06-07,Helensburgh
Lilian,Newman,1927-08-27,Dundee
Hetty,Wyatt,1887-02-10,Buckie
Darryl,Waring,1949-09-20,Wishaw
James,Reed,1888-06-08,Carluke
Samuel,Hughes,1904-10-28,Glasgow
Elvina,Taylor,1874-08-16,Stirling
Charlotte,Taylor,1973-11-12,Keith
Trevor,Cooper,1967-07-16,Carrickfergus
Ann,Reynolds,1840-07-20,Greenock
Eric,Percy,1903-01-17,Crieff
Lucy,Skamm,1845-12-12,Kinross
Mary,Posnett,1957-03-21,Coatbridge
Thomas,Longwath,1842-06-03,Helensburgh
Benjamin,Sutton,1974-04-01,Castle Douglas
Anthony,Kerr,1945-12-04,Helensburgh
Eliza,Waller,1845-10-06,Tillicoultry
Gertrude,Thorp,1902-09-06,Strabane
Jane,Carpenter,1848-11-02,Milngavie
Simon,Johnson,1968-04-06,Brechin
Janet,Collins,1938-12-21,Kinross
Beryl,Thomas,1910-07-06,Lanark
Janice,Bolton,1946-09-03,Forfar
John,Watson,1837-07-07,Dufftown
Arthur,Dobinson,1928-08-21,Helensburgh
Walter,Williams,1949-04-11,Milngavie
Lisa,Randall,1976-12-14,Paisley
Edward,Ellis,1926-10-28,Crieff
Joy,Cummins,1931-04-24,Glasgow
Margaret,Worrall,1888-04-02,Falkirk
Mary,Klauke,1912-02-28,Anstruther
Eliza,Lane,1850-12-06,Campbeltown
Ethel,Burn,1884-10-07,Edinburgh
Mary,Burton,1885-05-29,Cupar
Natalie,Jackson,1974-01-17,Lisburn
Gladys,Neal,1911-07-25,Dunfermline
James,Davis,1880-05-31,Bellshill
Simon,Cardall,1965-09-03,Stonehaven
Adam,Locke,1982-09-22,Blairgowrie
Daisy,Wrenn,1878-11-27,Dunfermline
Ellen,Wise,1847-01-12,Buckie
Mary,Turner,1888-12-29,Arbroath
Margaret,Davies,1840-11-23,Fraserburgh
Rose,Rowland,1913-12-21,Strabane
Ralph,Rowlands,1917-02-17,Dromore
Ann,Gabriel,1858-11-19,Ayr
Ada,Franklin,1869-06-25,Dunfermline
Stephen,Vincent,1875-06-30,Dumfries
Harriet,Stapleton,1842-08-07,Port Glasgow
Maureen,Todd,1950-03-06,Tillicoultry
Olive,Phillips,1921-03-31,Cupar
Adrienne,Faure,1898-07-16,Hawick
David,Benjamin,1974-02-24,Lurgan
James,Tann,1889-09-30,Kirriemuir
Thomas,Webster,1906-01-07,Lerwick
Joseph,Rowley,1899-04-30,Dumfries
Ronald,Kennedy,1924-10-02,Dalry
Cardelia,Campbell,1961-12-05,Falkirk
Herbert,Walter,1902-02-17,Brechin
Andrew,Weaver,1974-10-13,Wick
Eleanor,Welsh,1919-01-02,Kelso
Cornelius,Hampson,1903-02-19,Newton Stewart
Clare,Tracey,1981-10-03,Bridge of Allan
Joseph,Parrott,1856-04-16,Musselburgh
Diane,Thompson,1952-05-29,Oban
Anthony,O'leary,1940-05-16,Kirkwall
Richard,Millen,1885-06-14,Rothesay
John,Capewell,1867-06-26,Kirriemuir
Steven,Johns,1949-10-22,Banff
Alan,Jackson,1934-10-09,Bridge of Allan
Judith,Roberts,1968-08-17,Edinburgh
Frances,Jones,1878-12-01,Buckie
Elizabeth,Upchurch,1865-09-02,Rothesay
Robert,Godfrey,1879-05-27,Forfar
Arthur,Hilton,1906-12-02,Selkirk
Patricia,Morrison,1937-05-30,Rothesay
Anne,Goode,1929-08-03,Helensburgh
Sarah,Powell,1869-03-20,Grantown-on-Spey
David,Short,1961-11-19,Larne
Mary,Streeter,1840-04-01,Grantown-on-Spey
Glenda,Simmons,1965-12-28,Oban
Robert,Causton,1970-08-30,Forfar
Alice,Atkinson,1847-06-08,Thurso
Edith,Bryan,1888-09-12,Clydebank
Charlotte,Banner,1979-08-13,Banbridge
William,Spargo,1840-02-19,Nairn
Cyril,Mills,1920-10-17,Rothesay
Steven,Langton,1962-02-21,Bathgate
Lucy,Melvin,1977-04-23,Linlithgow
David,Tring,1969-10-31,Crieff
Alice,Wigstid,1875-07-23,Carluke
John,Blackwell,1974-06-15,Milngavie
David,Grant,1971-05-06,Buckie
Verion,Henry,1966-08-19,Carrickfergus
Edward,Blanchflower,1881-01-08,Stirling
Job,Buckley,1852-07-30,Kelso
John,Warton,1861-11-10,Airdrie
Mandy,Small,1970-01-13,Bellshill
Elaine,Laidlaw,1965-01-31,Haddington
William,Lewis,1909-01-08,Nairn
Rhoda,Potts,1875-06-03,Kinross
Susan,Butterworth,1958-10-20,Ardrossan
Edith,Talbott,1917-04-07,Clydebank
Lily,Shaw,1873-03-25,Banff
Jessie,Gibson,1894-11-04,Linlithgow
Arthur,Tovey,1905-12-14,Stirling
Ian,Jackson,1973-01-01,Dungannon
James,Ewen,1899-01-06,Inverness
지훈,Turner,1873-02-19,Dufftown
Denise,Underwood,1959-01-19,Carluke
Ann,Gibbs,1951-07-25,Campbeltown
Thomas,Wainwright,1858-07-29,Dundee
Stanley,Dawson,1908-05-16,Huntly
Mary,Edwards,1921-08-18,Bridge of Allan
Wyndham,Baghurst,1918-11-05,Bellshill
James,Reilly,1902-09-20,Wishaw
William,Westlake,1872-05-28,Irvine
John,Keane,1952-09-15,Wishaw
May,Hulse,1918-04-22,Lerwick
Catherine,Jennings,1850-05-20,Lockerbie
Joyce,Humphries,1928-07-02,Kelso
Reginald,Bowles,1901-09-07,Clydebank
Phoebe,Dunn,1905-07-15,Nairn
Alfred,Hunter,1889-03-30,Airdrie
Ruth,Hudson,1890-07-08,Grantown-on-Spey
Elsie,Kibbler,1912-05-16,Kirkintilloch
Charles,Wilson,1978-05-05,Lisburn
Iris,Walker,1929-08-17,Ballymoney
Graham,Patrick,1945-12-04,Kirriemuir
Madding,Smith,1841-07-13,Wick
Frank,Finch,1928-03-07,Arbroath
Harry,Doyle,1923-10-06,Huntly
Paul,Keys,1954-09-08,Dumfries
Hilda,Staniforth,1906-10-26,Kirkwall
Evan,Williams,1879-11-14,Kelso
Peter,Ray,1951-04-15,Campbeltown
Edward,Allen,1859-07-17,Lerwick
Brian,Cottam,1949-05-10,Dalkeith
Simit,Naik,1981-04-12,Peebles
Mary,Green,1875-03-28,Dromore
Louisa,Levy,1864-08-01,Larne
Ruth,Thompson,1845-02-08,Clydebank
Edward,Boulter,1934-06-20,Buckie
Carole,Martin,1940-01-12,Edinburgh
Robert,Smith,1968-12-28,Stranraer
Pauline,Taylor,1953-08-11,Annan
Horace,Overy,1901-06-02,Lerwick
Michael,Thomas,1932-12-28,Fraserburgh
Robert,Springsguth,1949-01-28,Cupar
Richard,Walsh,1981-09-19,Enniskillen
Anne,Dunbar,1953-08-27,Clydebank
Beatrice,Walford,1899-12-10,Golspie
Keith,Burgin,1941-05-14,Stonehaven
William,Page,1900-10-17,Thurso
Grace,Holme,1858-06-20,Jedburgh
Ernest,Lyon,1908-12-27,Kirriemuir
Rachel,Fuery,1976-10-07,St Andrews
Mary,Hughes,1958-02-17,Leven
Susan,Clarke,1954-02-02,Dundee
Muriel,Boagey,1948-01-02,Lockerbie
John,Brown,1864-08-02,Glasgow
Ian,Kemp,1970-12-17,Dufftown
Flora,Beaumont,1916-07-21,Dundee
Henry,Robins,1902-01-19,Dalbeattie
Jean,Ryder,1938-06-02,Coleraine
John,Docchar,1891-11-19,Keith
Ann,Black,1839-01-02,Dunfermline
Henry,Mclean,1919-01-21,Campbeltown
Arthur,Doyle,1932-09-04,Crieff
Mary,Gillingham,1846-09-22,Wishaw
Elizabeth,Clarke,1944-05-15,Forfar
Frederick,Sparkes,1865-02-12,Thurso
Charles,Matthews,1898-03-13,Lockerbie
Rosanna,Tompkins,1891-02-04,Inverness
Mary,Davies,1874-03-28,Motherwell
ᚦᚢᚱ,Hill,1870-01-27,Hamilton
Kathleen,Puddephatt,1933-08-31,Haddington
Thomas,Henderson,1851-06-17,Dalkeith
George,Nicholson,1916-02-15,Greenock
Alfred,Cook,1905-08-08,Downpatrick
Francis,Walton,1904-01-06,Falkirk
George,Hopkins,1868-11-21,Dumbarton
Diane,Burns,1974-03-01,Kirkcaldy
Dean,Pryce,1980-04-12,Dromore
Annabelle,Satterley,1969-06-03,Edinburgh
Roy,Powell,1948-04-14,Elgin
Stephen,Le carpentier,1965-10-06,Kelso
James,Peardon,1853-02-08,Bangor
David,Lowe,1975-12-17,Helensburgh
Thomas,Wilkins,1843-09-18,Kinross
Richard,Lister,1895-10-12,Armagh
Mark,Caesar,1966-07-14,Newton Stewart
Ethel,Cooper,1909-07-19,Strabane
Doreen,Burke,1940-07-20,Kinross
Charlene,Collins,1971-08-12,Dufftown
Gary,Hudson,1974-08-16,Irvine
Ruth,Chambers,1916-05-04,Tillicoultry
Edith,Tindall,1897-02-08,Kelso
Rose,Herman,1901-01-14,Bangor
William,Briggs,1922-08-22,Thurso
Samuel,Cresswell,1881-09-14,Perth
Frederick,Richardson,1898-11-16,Airdrie
Michael,Cook,1952-05-21,Milngavie
Stephanie,Coombes,1945-01-14,Annan
Joseph,Davey,1882-11-30,Ballymena
James,Smith,1946-12-14,Kirkcaldy
Linda,Thompson,1970-08-31,Stonehaven
Gloria,Pridham,1944-05-04,Hawick
John,Mortleman,1861-10-12,Newry
Lucy,Parker,1874-10-12,Musselburgh
Julia,Whitworth,1965-07-10,Motherwell
Hugh,Cain,1854-08-05,Portsoy
Margaret,Welch,1851-10-26,Rothesay
Ada,Denman,1884-05-31,Armagh
David,Russell,1961-09-01,Armagh
John,John,1884-12-04,Falkirk
Adrian,Bevan,1961-01-20,Arbroath
Harry,Pilcher,1896-04-19,Lurgan
Emma,Dack,1866-04-12,Castle Douglas
Bessie,Tinson,1865-06-29,Annan
Lee,Whotton,1966-11-15,Anstruther
John,Rose,1890-05-21,Kelso
Mary,Wolland,1865-05-01,Edinburgh
Kevin,Regan,1955-12-06,Tillicoultry
William,Maslin,1939-05-18,Bangor
Sophia,Dower,1840-07-08,Paisley
Elsie,Slade,1915-02-19,Edinburgh
Kirsty,Beaumont,1969-11-23,Stonehaven
Susan,Stevens,1943-12-09,Peterhead
James,Meadows,1901-10-11,Newton Stewart
Keith,Smith,1966-10-18,Greenock
Herbert,Richards,1876-08-17,Linlithgow
William,Sparks,1913-01-25,Banff
Thomas,Ashplant,1880-02-29,Portadown
Carol,Rigby,1958-09-07,St Andrews
Daniel,Macdonald,1858-01-15,Kilsyth
Doris,Gough,1900-09-18,Newry
Richard,Brown,1963-09-15,Kirkintilloch
John,Wardill,1866-12-14,Kirriemuir
David,Morris,1940-03-21,Londonderry
Harinder,Grewal,1981-06-19,Ayr
John,Payne,1872-06-25,Nairn
Harry,Hopkins,1928-05-10,Arbroath
Ian,Brimelow,1981-04-15,Dumbarton
William,Robinson,1847-04-10,Hamilton
Porter,Bloomfield,1858-03-02,Selkirk
Stanley,Lee,1926-06-13,Dunfermline
James,Todd,1982-03-21,Haddington
Safina,Khan,1970-04-15,Banff
William,Sparrow,1873-04-04,Kirkwall
Marjorie,Johnson,1923-04-01,Bangor
Edith,Franks,1902-10-21,Wick
Hywel,Evans,1951-06-08,Alloa
Frederick,Pettitt,1889-02-16,Carluke
Eli,Rogers,1885-09-26,Belfast
George,Hollinshead,1904-11-24,Perth
Elsie,Gilmore,1918-08-27,Alloa
Harold,Harwood,1887-06-07,Stonehaven
William,Smith,1875-02-06,Newry
Enee,Ash,1913-07-16,Ballymoney
Sophia,Scarth,1848-08-19,Dumfries
Jayne,England,1961-01-01,Musselburgh
Vera,Batten,1920-07-02,Langholm
Phyllis,Serle,1900-08-07,Clydebank
Marjory,Howland,1887-03-15,Annan
John,Sawyer,1926-05-17,Forfar
William,Sirkett,1865-09-01,Barrhead
Hiram,Hoadley,1954-03-27,Kirkintilloch
Annie,Johnson,1899-02-27,Campbeltown
Joan,Payne,1946-09-06,Carrickfergus
Alan,Jackson,1962-04-09,Huntly
Ernest,Hancock,1927-10-28,Wishaw
Alice,Bradshaw,1881-10-10,Milngavie
Arthur,Firmston,1855-07-15,Dunfermline
Ian,Wright,1958-03-31,Ardrossan
Frederick,Weech,1881-04-29,Haddington
Ethel,Ashworth,1887-08-14,Anstruther
Kathleen,Milner,1945-08-24,Larne
John,Frost,1923-12-03,Dundee
Violet,Myring,1913-06-24,Dromore
Evelyn,Crewdson,1909-08-04,Carluke
Thomas,Peake,1920-03-31,Musselburgh
Donald,Osborne,1915-09-09,Carluke
Alice,Davies,1902-01-11,Coatbridge
Donna,Whiteley,1978-06-22,Dufftown
Ronald,Colman,1940-08-09,Langholm
Janet,Proctor,1942-10-18,Wishaw
Edward,Claydon,1917-05-20,Linlithgow
Constance,Hamer,1898-06-15,Fraserburgh
William,Bravington,1847-12-16,Lurgan
Mary,Binns,1908-05-24,Strabane
Jim,Crawshaw,1861-02-20,Dundee
Cecil,Crowther,1889-12-27,Helensburgh
Jean,Escritt,1939-08-05,Ardrossan
Geoffrey,Gammon,1954-02-04,Galashiels
Hazel,Villis,1945-08-31,Campbeltown
Henry,Whitaker,1848-03-06,Newton Stewart
John,Dover,1845-02-13,Bathgate
Ann,Radcliffe,1873-04-23,Cupar
Jean,Knight,1947-03-04,Portadown
Elsie,Hill,1914-02-15,Kirriemuir
Gary,Nawrocki,1971-05-12,Hawick
William,Delahay,1838-01-27,Downpatrick
John,Johnston,1873-06-07,Peterhead
Louisa,Holmes,1921-01-23,Edinburgh
John,Spooner,1883-04-26,Port Glasgow
Neil,Gambon,1966-05-27,Dalbeattie
William,Quigley,1981-06-29,Strabane
Kathleen,Swift,1946-12-02,Enniskillen
Sheila,Halsey,1949-07-05,Cookstown
Ronald,Bridewell,1954-10-09,Coatbridge
Annie,Newton,1899-11-11,Dalry
Brian,Chadwick,1946-05-08,Larne
Walter,Howe,1858-12-30,Campbeltown
Alistair,King,1982-01-05,Langholm
Florence,Pye,1929-05-28,Ardrossan
Elsie,Pitt,1939-10-11,Dromore
John,Brice,1891-05-09,Falkirk
John,Spare,1859-09-22,Helensburgh
Doreen,Bryant,1936-04-16,West Calder
Thomas,Armstrong,1912-03-08,St Andrews
Mark,Stevens,1973-04-01,Banbridge
Frederick,Barham,1888-02-10,Bathgate
John,Lowthrop,1871-05-24,Lockerbie
Kathleen,Houldsworth,1894-07-04,Dalkeith
Elizabeth,Sykes,1847-03-01,Strabane
Ernest,O'toole,1942-03-07,Dumbarton
Christopher,Waugh,1966-02-22,Lerwick
William,Amos,1889-10-30,Barrhead
Karen,Hill,1969-07-22,Helensburgh
Knowler,Horton,1846-04-22,Kirkintilloch
Walter,Stiff,1871-01-07,Stirling
Brian,Aldhouse,1937-02-25,Montrose
Thomas,Wall,1885-10-07,Linlithgow
Julie,Lockwood,1970-05-13,Dalkeith
Violet,Methven,1892-07-23,Campbeltown
Sarah,Stansfield,1881-02-19,Bangor
Violet,Bradshaw,1944-03-27,Golspie
Sarah,Dyer,1856-01-02,Linlithgow
Joan,Leese,1926-08-04,Dalkeith
William,Baily,1860-06-27,Stornoway
Ambler,Mitchell,1849-12-27,Larne
Elisa,Sydenham,1882-02-17,Omagh
Margaret,Colledge,1914-02-09,Golspie
Mary,Johnson,1863-12-31,Stranraer
John,Baird,1930-11-10,Musselburgh
Richard,Smith,1924-04-15,Edinburgh
Daisy,Kingswell,1899-12-26,Ballymena
Ernest,Mayhead,1922-11-03,Rothesay
Phillip,Loader,1949-07-26,Milngavie
John,Williamson,1939-03-22,Kirkcaldy
Adrian,Bennett,1979-09-01,Montrose
Paul,Brutnell,1970-09-04,Aberdeen
Daisy,Hanton,1903-06-25,Edinburgh
Charles,Henderson,1920-03-03,Bangor
James,Duffy,1851-02-17,Coleraine
John,Oakley,1869-10-22,Oban
Kevin,Rumsey,1962-07-02,Perth
Flora,Skinner,1896-03-30,Langholm
Phyllis,Frost,1921-03-11,Lurgan
Joan,Holt,1959-01-31,Dungannon
Paula,Hicks,1967-11-26,Campbeltown
Mary,Simons,1880-03-30,Newtownards
Cora,Helm,1902-09-13,Tillicoultry
Harry,Giles,1905-08-15,Bellshill
Matilda,Williams,1857-12-15,Lanark
Percy,Tibbs,1881-02-14,Glasgow
Saul,Craven,1974-05-13,Kilmarnock
Margaret,Connell,1879-06-10,Irvine
Marjorie,Beevers,1907-02-09,Rothesay
Richard,Fell,1953-01-19,Greenock
Mark,Reece,1971-11-05,Lanark
Nikki,Francies,1977-09-13,Kirkwall
Gertrude,Firminger,1880-11-27,Dalbeattie
Emily,Langhorn,1869-10-16,Dromore
Francis,Cooper,1863-09-22,Falkirk
